Title,Author,Citation,PMID,Free Access,Abstract
"
              
                The feasibility of medical unmanned aerial systems in suburban areas.
              
            ",Ryan JP.,<built-in method split of str object at 0x000001D3E03FBC50>,34543836,No,"
              Models were created with drones at first responder stations. Coverage area of the drones at first responder stations was compared to coverage area of drone units placed at ""ideal"" locations in the Charlottesville-Albemarle County area. ...At minimum, 94.72% o …
            "
"
              
                Challenges & barriers for real-time integration of drones in emergency cardiac care: Lessons from the United States, Sweden, & Canada.
              
            ","Zègre-Hemsey JK, Cheskes S, Johnson AM, Rosamond WD, Cunningham CJ, Arnold E, Schierbeck S, Claesson A.",<built-in method split of str object at 0x000001D3E2356FA0>,38317722,Yes,"
              EVIDENCE REVIEW: In this narrative review, we summarize the AED-drone research to date from the US, Sweden, and Canada, including the first drone-assisted delivery of an AED to an OHCA. Further, we compare the research environment, emergency medical systems, and avi …
            "
"
              
                Distinguishing Drones from Birds in a UAV Searching Laser Scanner Based on Echo Depolarization Measurement.
              
            ","Wojtanowski J, Zygmunt M, Drozd T, Jakubaszek M, Życzkowski M, Muzal M.",<built-in method split of str object at 0x000001D3E24BDA30>,34451037,Yes,"
              Widespread availability of drones is associated with many new fascinating possibilities, which were reserved in the past for few. ...The latter challenge is fundamental in minimizing the false alarm rate in each drone monitoring equipment. The paper describes the de …
            "
"
              
                Web AR Solution for UAV Pilot Training and Usability Testing.
              
            ","Ribeiro R, Ramos J, Safadinho D, Reis A, Rabadão C, Barroso J, Pereira A.",<built-in method split of str object at 0x000001D3E24729D0>,33669733,Yes,"
              The great potential of unmanned aerial vehicles (UAVs) for carrying out routine and professional tasks has encouraged their use in the creation of several services, such as package delivery or industrial maintenance. Unfortunately, drone piloting is difficult …
            "
"
              
                Neural Control and Online Learning for Speed Adaptation of Unmanned Aerial Vehicles.
              
            ","Jaiton V, Rothomphiwat K, Ebeid E, Manoonpong P.",<built-in method split of str object at 0x000001D3E2471D70>,35547643,Yes,"
Unmanned aerial vehicles (UAVs) are involved in critical tasks such as inspection and exploration. ...
            "
"
              
                Power-Efficient Wireless Coverage Using Minimum Number of UAVs.
              
            ","Sawalmeh A, Othman NS, Liu G, Khreishah A, Alenezi A, Alanazi A.",<built-in method split of str object at 0x000001D3E3A25030>,35009766,Yes,"
Unmanned aerial vehicles (UAVs) can be deployed as backup aerial base stations due to cellular outage either during or post natural disaster. ...
            "
"
              
                State of the Art and Future Perspectives of Atmospheric Chemical Sensing Using Unmanned Aerial Vehicles: A Bibliometric Analysis.
              
            ","Marin DB, Becciolini V, Santana LS, Rossi G, Barbari M.",<built-in method split of str object at 0x000001D3E3A25D30>,37896478,Yes,"
              In recent years, unmanned aerial vehicles (UAVs) have been increasingly used to monitor and assess air quality. ...It was possible to notice the rapid development of sensors, resulting in smaller and lighter devices, with greater sensitivity and capacity for …
            "
"
              
                A Bibliometric Network Analysis of Recent Publications on Digital Agriculture to Depict Strategic Themes and Evolution Structure.
              
            ","Sott MK, Nascimento LDS, Foguesatto CR, Furstenau LB, Faccin K, Zawislak PA, Mellado B, Kong JD, Bragazzi NL.",<built-in method split of str object at 0x000001D3E2492FB0>,34883903,Yes,"
              Our findings presented 22 strategic themes related to Digital Agriculture, such as Internet of Things (IoT), Unmanned Aerial Vehicles (UAV) and Climate-smart Agriculture (CSA), among others. ...
            "
"
              
                Detection of Trees on Street-View Images Using a Convolutional Neural Network.
              
            ","Jodas DS, Yojo T, Brazolin S, Velasco GDN, Papa JP.",<built-in method split of str object at 0x000001D3E3A25B30>,34479467,No,"
              Computational methods emerge as a rapid and efficient solution to evaluate bird's-eye-view images taken by satellites, drones, or even street-view photos captured at the ground level of the urban scenery. ...
            "
"
              
                Outdoor flocking of quadcopter drones with decentralized model predictive control.
              
            ","Yuan Q, Zhan J, Li X.",<built-in method split of str object at 0x000001D3E32BD480>,28709654,No,"
              Each drone is a double-layered agent system with the coordination layer running multi-drone flocking algorithms and the flight control layer navigating the drone, and the final formation of the flock relies on both the communication range and the desired inte …
            "
"
              
                UAV and satellite remote sensing for inland water quality assessments: a literature review.
              
            ","Wasehun ET, Hashemi Beni L, Di Vittorio CA.",<built-in method split of str object at 0x000001D3E3A26E30>,38367097,No,"
              Numerous studies have utilized multispectral and hyperspectral remote sensing data from various sensors to assess water quality, yielding promising results. However, the recent popularity of unmanned aerial vehicle (UAV) remote sensing can be attributed to its high …
            "
