id,title,assignee,author ,priority date,filing/creation date,publication date,grant date,result_link,figure_link
KR-102585428-B1,An automatic landing system to guide the drone to land precisely at the landing site ,주식회사 제이슨랩,"신수용, 강호현, 이만희",2021-7-26,2021-7-26,2023-10-11,2023-10-11,https://patents.google.com/patent/KR102585428B1/en,
KR-20180048065-A,Appratus for training drone ,성균관대학교산학협력단,"김훈모, 조성식",2016-11-2,2016-11-2,2018-5-10,,https://patents.google.com/patent/KR20180048065A/en,https://patentimages.storage.googleapis.com/60/c0/39/bede5e9a91a518/pat00001.png
CN-116436790-A,Scene target drone network topology detection method and system in network target range ,南京赛宁信息技术有限公司,"万先华, 谢峥, 高庆官, 王鹏",2023-3-8,2023-3-8,2023-7-14,,https://patents.google.com/patent/CN116436790A/en,https://patentimages.storage.googleapis.com/dc/b9/8e/ba0efa6a68b8a5/HDA0004114149370000011.png
KR-20200098072-A,System for employing drone using weather intelligence and method therefor ,김규환,김규환,2019-2-11,2019-2-11,2020-8-20,,https://patents.google.com/patent/KR20200098072A/en,https://patentimages.storage.googleapis.com/58/f6/96/801d0619de48fc/pat00001.png
KR-20190117956-A,"Method and system for acquiring goods using drones, and goods acquisition apparatus for the same ",이성일,이성일,2018-4-9,2018-4-9,2019-10-17,,https://patents.google.com/patent/KR20190117956A/en,https://patentimages.storage.googleapis.com/b0/37/e1/2498ffe9c82fe7/pat00001.png
FR-3051440-A1,VERTICAL VERTICAL TAKE-OFF ENDURING DRONE OPTIMIZED FOR MISSIONS IN COMPLEX ENVIRONMENT ,Sterblue,"Geoffrey Vancassel, Nicolas Draber, Vincent Lecrubier, Ignacio Carnicero",2016-5-20,2016-5-20,2017-11-24,,https://patents.google.com/patent/FR3051440A1/en,
KR-20180093627-A,Elevate type warninig light apparatus and drone system using the warninig light apparatus ,(주)현도산업,김원도,2017-2-14,2017-2-14,2018-8-22,,https://patents.google.com/patent/KR20180093627A/en,https://patentimages.storage.googleapis.com/29/80/e2/60cb9d22ec60ef/pat00001.png
US-11738613-B1,Drone air to ground transition system ,"Christopher Cade Spikes, Daniel Caleb Kumler","Christopher Cade Spikes, Daniel Caleb Kumler",2021-4-19,2022-4-14,2023-8-29,2023-8-29,https://patents.google.com/patent/US11738613B1/en,https://patentimages.storage.googleapis.com/cc/20/da/f4637268694d41/US11738613-20230829-D00000.png
EP-3945020-B1,Carrying drone connected pallet ,Jaemo Kim,Jaemo Kim,2020-7-30,2021-7-20,2023-8-16,2023-8-16,https://patents.google.com/patent/EP3945020B1/en,https://patentimages.storage.googleapis.com/19/4d/1f/4a7216337c52da/imgf0001.png
JP-7112194-B2,Measurement system and measurement method using drone ,株式会社荏原製作所,"基彦 能見, 夕美子 関野",2017-11-16,2017-11-16,2022-8-3,2022-8-3,https://patents.google.com/patent/JP7112194B2/en,https://patentimages.storage.googleapis.com/19/93/ff/cc6712b89f3c46/0007112194000001.png
US-2019226815-A1,Method for Low-Cost Wide-Area Passive Interdiction of Civil Class Airborne Drone Devices ,Dennis L Matter,Dennis L Matter,2018-1-24,2019-1-18,2019-7-25,,https://patents.google.com/patent/US20190226815A1/en,https://patentimages.storage.googleapis.com/a9/00/f8/9cc4dd5d54eded/US20190226815A1-20190725-D00000.png
US-2022329201-A1,Systems and methods for autonomous drone-based solar panel maintenance ,"Robotic Research Opco, Llc","Alberto Daniel Lacaze, Karl Nicholas Murphey",2021-4-8,2022-4-8,2022-10-13,,https://patents.google.com/patent/US20220329201A1/en,https://patentimages.storage.googleapis.com/6b/76/ce/5dae1dba121939/US20220329201A1-20221013-D00000.png
JP-2021028188-A,Drone imaging device and method ,"富士通株式会社, Fujitsu Ltd","祐輔 中西, Yusuke Nakanishi, 祐輔 中西, 菊地　英幸, Hideyuki Kikuchi, 英幸 菊地, 及川　浩一, Koichi Oikawa, 浩一 及川, 日高　洋士, Yoji Hidaka, 洋士 日高, 長谷川　英司, Eiji Hasegawa, 英司 長谷川",2019-8-9,2019-8-9,2021-2-25,,https://patents.google.com/patent/JP2021028188A/en,
KR-20200030144-A,System for landing a drone and operating method thereof ,한국전력공사,"황호석, 박명혜, 신현조, 안승갑, 이건영, 최인지",2018-9-11,2018-9-11,2020-3-20,,https://patents.google.com/patent/KR20200030144A/en,https://patentimages.storage.googleapis.com/be/2b/5f/b2ed58a483f4ca/pat00001.png
CN-109692798-A,Drone screening plant and drone screening technique ,吉林省养蜂科学研究所（吉林省蜂产品质量管理监督站、吉林省蜜蜂遗传资源基因保护中心）,"常志光, 闫德斌, 薛运波, 李志勇, 葛蓬, 宋延明, 杨春红",2019-2-20,2019-2-20,2019-4-30,,https://patents.google.com/patent/CN109692798A/en,
KR-102366800-B1,"Apparatus, method and program for controlling a plurality of drone ",주식회사 순돌이드론,조순식,2021-12-8,2021-12-8,2022-2-23,2022-2-23,https://patents.google.com/patent/KR102366800B1/en,https://patentimages.storage.googleapis.com/2d/ef/62/d495f640f9f64a/112021142493011-pat00001.png
KR-101800233-B1,Remote and Real-time Monitering System of Obstruction of Distribute Power Line by Using Drone ,성진전력 주식회사,이은진,2017-4-26,2017-4-26,2017-11-23,2017-11-23,https://patents.google.com/patent/KR101800233B1/en,https://patentimages.storage.googleapis.com/58/bb/b9/afe13319d4a4d4/112017040790192-pat00001.png
CN-207631474-U,The pneumatic rudder ducted fan of vector for vertical take-off and landing drone ,北京正兴弘业科技有限公司,沈观清,2017-12-22,2017-12-22,2018-7-20,2018-7-20,https://patents.google.com/patent/CN207631474U/en,
US-2022144427-A1,"Methods and apparatus for automatic drone resupply of a product to an individual based on gps location, without human intervention ","DroneUp, LLC","John Vernon, Oleksii NABOICHENKO",2020-9-14,2021-9-13,2022-5-12,,https://patents.google.com/patent/US20220144427A1/en,https://patentimages.storage.googleapis.com/c6/c2/89/f99d3f6ecbfbe7/US20220144427A1-20220512-D00000.png
US-2022335797-A1,Video surveillance system with drone support ,Honeywell International Inc.,"Mayur Sidram Salgar, Indranil DATTA, Jitendra Sitaram Chaurasia, Mourian Balasubramanian, Syed Omar Khaiyam",2021-4-16,2022-4-12,2022-10-20,,https://patents.google.com/patent/US20220335797A1/en,https://patentimages.storage.googleapis.com/26/07/dc/ee9805b1c80efc/US20220335797A1-20221020-D00000.png
WO-2023034651-A2,Drone fishing system for multiple fishing lines ,Cerberus Fishing Systems Inc.,"Anthony S. Estrada, Robert Vogt",2021-9-5,2022-10-14,2023-3-9,,https://patents.google.com/patent/WO2023034651A2/en,
CN-207721032-U,A kind of automatic anti-plant protection drone liquid case for swinging stability maintenance ,浙江大学,"郑启帅, 林智贤, 何勇",2017-12-19,2017-12-19,2018-8-14,2018-8-14,https://patents.google.com/patent/CN207721032U/en,
EP-3045392-A1,Landing device for drone ,NEXTER Systems,"Ludovic Bertrand, Arnaud Capitaine",2015-1-14,2016-1-11,2016-7-20,,https://patents.google.com/patent/EP3045392A1/en,https://patentimages.storage.googleapis.com/45/28/9d/83e3eb68e72f68/imgf0001.png
US-2017036761-A1,A drone ,Philippe CROCHAT,Philippe CROCHAT,2014-4-16,2015-4-15,2017-2-9,,https://patents.google.com/patent/US20170036761A1/en,https://patentimages.storage.googleapis.com/2c/d5/6c/856504d1511026/US20170036761A1-20170209-D00000.png
KR-102410677-B1,Battery protection pack for drone ,주식회사 보라스카이,이동환,2022-1-19,2022-1-19,2022-6-22,2022-6-22,https://patents.google.com/patent/KR102410677B1/en,https://patentimages.storage.googleapis.com/d3/ca/bc/9c6af425765e82/112022007022447-pat00001.png
AU-2016100108-A4,Beyond line of sight flying drone surface cleaner ,"Papandrea, Dominic Mr",Dominic Papandrea,2016-2-11,2016-2-11,2016-5-19,2016-5-19,https://patents.google.com/patent/AU2016100108A4/en,
KR-102308530-B1,Survey system for underground facility using drone ,주식회사 고산자,한창복,2021-7-7,2021-7-7,2021-10-6,2021-10-6,https://patents.google.com/patent/KR102308530B1/en,https://patentimages.storage.googleapis.com/73/03/71/b365140dbea814/112021078293466-pat00001.png
US-2022398395-A1,Extraneous content removal from images of a scene captured by a multi-drone swarm ,"Sony Group Corporation, Sony Corporation Of America",Cheng-Yi Liu,2021-6-10,2021-6-10,2022-12-15,,https://patents.google.com/patent/US20220398395A1/en,https://patentimages.storage.googleapis.com/dc/dd/f3/2a196e2c973b94/US20220398395A1-20221215-D00000.png
CN-109901608-A,A kind of miniature drone controlling flight of taking photo by plane with APP ,智飞智能装备科技东台有限公司,朱银广,2017-12-7,2017-12-7,2019-6-18,,https://patents.google.com/patent/CN109901608A/en,
JP-2020117118-A,Portable drone port ,"Ｉｈｉ運搬機械株式会社, Ihi Transport Machinery Co Ltd","孝郎 金澤, Takao Kanazawa, 孝郎 金澤, 右季 小野, Yuki Ono, 右季 小野",2019-1-25,2019-1-25,2020-8-6,,https://patents.google.com/patent/JP2020117118A/en,https://patentimages.storage.googleapis.com/e3/77/f6/d730ef227474b8/2020117118-3.png
WO-2023064414-A1,Drone installed hardware ,Preformed Line Products Co.,"Benjamin Franklin Ciesielczyk, Douglas Bell, John Markiewicz",2021-10-12,2022-10-12,2023-4-20,,https://patents.google.com/patent/WO2023064414A1/en,
KR-20200092022-A,Drone-mounted lighting system with heat shield in the gimbal and lighting areas ,(주)두영티앤에스,조정기,2019-1-24,2019-1-24,2020-8-3,,https://patents.google.com/patent/KR20200092022A/en,https://patentimages.storage.googleapis.com/ed/0c/08/a5f204821d25c8/pat00001.png
KR-102591821-B1,"Method and apparatus of guiding flight pattern of drone, and drone ","한국과학기술원, 충북대학교 산학협력단","장래혁, 백돈규, 박병수, 이찬욱, 정민재",2021-1-26,2021-7-5,2023-10-24,2023-10-24,https://patents.google.com/patent/KR102591821B1/en,https://patentimages.storage.googleapis.com/f5/da/de/02e2bc152a359f/112021077149375-pat00006.png
JP-2022501532-A,Roof repair drone ,シーカ テクノロジー アクチェンゲゼルシャフト,"デレオン カール, リーバー ブレーズ",2018-9-24,2019-9-24,2022-1-6,,https://patents.google.com/patent/JP2022501532A/en,https://patentimages.storage.googleapis.com/4c/c9/46/154135ab90facf/2022501532-3.png
KR-102333430-B1,Fire Fighting Drones ,주식회사 링크투,김승훈,2020-4-14,2020-4-14,2021-12-2,2021-12-2,https://patents.google.com/patent/KR102333430B1/en,https://patentimages.storage.googleapis.com/ac/13/16/0d1659c45ccab3/112020038848782-pat00001.png
KR-102399231-B1,Longer aviation drone ,전금옥,전금옥,2020-4-29,2021-7-2,2022-5-18,2022-5-18,https://patents.google.com/patent/KR102399231B1/en,https://patentimages.storage.googleapis.com/3f/d8/3e/78702d1b539968/112021076802369-pat00001.png
CN-109305350-A,A kind of quadrotor drone ,深圳市金鑫城纸品有限公司,不公告发明人,2018-11-5,2018-11-5,2019-2-5,,https://patents.google.com/patent/CN109305350A/en,
KR-102179689-B1,Method and system for monitoring using a plurality of drones ,주식회사 아르고스다인,"정승호, 정승현",2019-2-7,2019-2-7,2020-11-17,2020-11-17,https://patents.google.com/patent/KR102179689B1/en,https://patentimages.storage.googleapis.com/8a/ae/80/7ed2e702ccc288/112019012732773-pat00001.png
CN-209176914-U,Plant protection drone type variable sprinkling system ,南京衡创天伟无人机技术有限公司,"陈燕, 张勇, 陈锁",2018-11-27,2018-11-27,2019-7-30,2019-7-30,https://patents.google.com/patent/CN209176914U/en,
US-11669088-B2,"Apparatus, method and software for assisting human operator in flying drone using remote controller ",Anarky Labs Oy,"Hannu Lesonen, Lassi Immonen",2021-2-19,2022-2-18,2023-6-6,2023-6-6,https://patents.google.com/patent/US11669088B2/en,https://patentimages.storage.googleapis.com/ae/ab/7f/4830e837362944/US11669088-20230606-D00000.png
KR-20170122948-A,Method for verifying status of drone ,고려대학교 세종산학협력단,"서승현, 이영경",2016-4-28,2016-4-28,2017-11-7,,https://patents.google.com/patent/KR20170122948A/en,https://patentimages.storage.googleapis.com/01/d9/e5/552f413cf36cad/pat00001.png
CN-207670657-U,A kind of plain type quadrotor drone ,四川中飞赛维航空科技有限公司,韩云豪,2017-12-28,2017-12-28,2018-7-31,2018-7-31,https://patents.google.com/patent/CN207670657U/en,
KR-20180117967-A,Method and apparatus for providing path for avoiding no drone zone ,아주대학교산학협력단,"김재훈, 최광훈",2017-4-20,2017-4-20,2018-10-30,,https://patents.google.com/patent/KR20180117967A/en,https://patentimages.storage.googleapis.com/fd/8d/eb/15e84cf1e79e68/pat00001.png
US-D846443-S,Drone ,"Samsung Electronics Co., Ltd.",Minsoo Kim,2016-10-18,2017-4-17,2019-4-23,2019-4-23,https://patents.google.com/patent/USD846443S1/en,https://patentimages.storage.googleapis.com/b2/6e/d8/00c757cfd46e99/USD0846443-20190423-D00000.png
JP-2022055370-A,Drone system ,"株式会社ナイルワークス, Nileworks Inc","千大 和氣, Kazuhiro Wake, 洋 柳下, Hiroshi Yagishita",2019-1-21,2019-7-30,2022-4-8,,https://patents.google.com/patent/JP2022055370A/en,https://patentimages.storage.googleapis.com/07/f6/8d/8ad2fda5f83f2d/2022055370000002.png
US-D846442-S,Drone ,"Samsung Electronics Co., Ltd.",Minsoo Kim,2016-10-18,2017-4-17,2019-4-23,2019-4-23,https://patents.google.com/patent/USD846442S1/en,https://patentimages.storage.googleapis.com/8d/98/6d/8045f0220045e5/USD0846442-20190423-D00000.png
KR-20210031045-A,"Safety device of Drone, and Method for Controlling the Same ",주식회사 헥사팩토리,김성민,2019-9-11,2019-9-11,2021-3-19,,https://patents.google.com/patent/KR20210031045A/en,https://patentimages.storage.googleapis.com/bd/ed/90/e973b1afa4c1d7/pat00001.png
US-D846438-S,Drone ,"Samsung Electronics Co., Ltd.",Minsoo Kim,2016-10-18,2017-4-17,2019-4-23,2019-4-23,https://patents.google.com/patent/USD846438S1/en,https://patentimages.storage.googleapis.com/59/7b/9f/d4cbe9c48494e3/USD0846438-20190423-D00000.png
US-D846441-S,Drone ,"Samsung Electronics Co., Ltd.",Minsoo Kim,2016-10-18,2017-4-17,2019-4-23,2019-4-23,https://patents.google.com/patent/USD846441S1/en,https://patentimages.storage.googleapis.com/2e/c2/65/68e586a64515e2/USD0846441-20190423-D00000.png
US-D846440-S,Drone ,"Samsung Electronics Co., Ltd.",Minsoo Kim,2016-10-18,2017-4-17,2019-4-23,2019-4-23,https://patents.google.com/patent/USD846440S1/en,https://patentimages.storage.googleapis.com/ac/ab/6c/3252f88233f93a/USD0846440-20190423-D00000.png
JP-2021047059-A,Drone system and program of drone system ,"株式会社サテライトオフィス, Sateraito Office Co Ltd","豊 原口, Yutaka Haraguchi, 豊 原口",2019-9-18,2019-9-18,2021-3-25,,https://patents.google.com/patent/JP2021047059A/en,https://patentimages.storage.googleapis.com/b9/19/27/00d64d87688f46/2021047059-3.png
KR-20210030098-A,The ground control system having a voice recognition module and a drone control methods using it ,티마텍 주식회사,"강성호, 이훈, 박선기",2019-9-9,2019-9-9,2021-3-17,,https://patents.google.com/patent/KR20210030098A/en,https://patentimages.storage.googleapis.com/7e/52/0a/42f07e536673d7/pat00001.png
FR-3088306-A1,AIR DRONE FOR THE AIRPORTED MAPPING OF AN AREA OF INTEREST BY MEASURING GAMMA RADIATION ,Orano Mining,"Yoann Richard, Dragomir Savov",2018-11-13,2018-11-13,2020-5-15,,https://patents.google.com/patent/FR3088306A1/en,
JP-2021046110-A,Drone port ,"Ｉｈｉ運搬機械株式会社, Ihi Transport Machinery Co Ltd","隆之 ▲曽▼我, 隆之 ▲曽▼我, Takayuki Soga, 克之 ▲高▼橋, 克之 ▲高▼橋, Katsuyuki Takahashi, 右季 小野, Yuki Ono, 右季 小野, 慎太郎 巽, Shintaro Tatsumi, 慎太郎 巽",2019-9-19,2019-9-19,2021-3-25,,https://patents.google.com/patent/JP2021046110A/en,https://patentimages.storage.googleapis.com/c6/e1/30/63adfe0b2fade0/2021046110-3.png
KR-102439487-B1,Providing method for a drone-based transmission and distribution facility management system ,이삼종,이삼종,2022-2-11,2022-2-11,2022-9-5,2022-9-5,https://patents.google.com/patent/KR102439487B1/en,https://patentimages.storage.googleapis.com/a9/31/f2/dddd4977c91e37/112022015569925-pat00001.png
KR-101692847-B1,Drone for capturing odor ,주식회사 태성환경연구소,"윤기열, 김석만",2015-4-10,2015-4-10,2017-1-5,2017-1-5,https://patents.google.com/patent/KR101692847B1/en,https://patentimages.storage.googleapis.com/7c/d3/b7/3301b08f417a6f/112015035407964-pat00001.png
CN-209201944-U,A kind of anti-oscillation water tank of plant protection drone ,刘宇,"刘宇, 王海伟",2018-10-24,2018-10-24,2019-8-6,2019-8-6,https://patents.google.com/patent/CN209201944U/en,
